,shift_id,start_time,end_time,Trauma SICU (TSICU),Cardiac Vascular Intensive Care Unit (CVICU),Coronary Care Unit (CCU),Medical Intensive Care Unit (MICU),Medical/Surgical Intensive Care Unit (MICU/SICU),Surgical Intensive Care Unit (SICU),Neuro Surgical Intensive Care Unit (Neuro SICU),Neuro Stepdown,Neuro Intermediate
16582,16583,2015-07-26T16:00:00.000Z,2015-07-26T20:00:00.000Z,9,10,10,13,9,10,0,2,0
16583,16584,2015-07-26T20:00:00.000Z,2015-07-27T00:00:00.000Z,9,10,8,12,8,6,0,2,0
16584,16585,2015-07-27T00:00:00.000Z,2015-07-27T04:00:00.000Z,10,12,7,12,6,8,0,2,0
16585,16586,2015-07-27T04:00:00.000Z,2015-07-27T08:00:00.000Z,10,13,7,11,6,8,0,2,0
16586,16587,2015-07-27T08:00:00.000Z,2015-07-27T12:00:00.000Z,9,15,7,10,5,8,0,2,0
16587,16588,2015-07-27T12:00:00.000Z,2015-07-27T16:00:00.000Z,9,15,7,11,5,9,0,2,0
16588,16589,2015-07-27T16:00:00.000Z,2015-07-27T20:00:00.000Z,8,15,8,13,5,11,0,2,0
16589,16590,2015-07-27T20:00:00.000Z,2015-07-28T00:00:00.000Z,8,12,9,14,6,11,0,2,0
16590,16591,2015-07-28T00:00:00.000Z,2015-07-28T04:00:00.000Z,9,11,9,15,5,12,0,2,0
16591,16592,2015-07-28T04:00:00.000Z,2015-07-28T08:00:00.000Z,9,11,9,16,6,12,0,2,0
16592,16593,2015-07-28T08:00:00.000Z,2015-07-28T12:00:00.000Z,9,12,9,16,6,13,0,1,0
16593,16594,2015-07-28T12:00:00.000Z,2015-07-28T16:00:00.000Z,9,11,11,15,7,14,0,1,0
16594,16595,2015-07-28T16:00:00.000Z,2015-07-28T20:00:00.000Z,9,9,12,15,7,16,0,1,0
16595,16596,2015-07-28T20:00:00.000Z,2015-07-29T00:00:00.000Z,10,9,12,12,9,16,0,0,0
16596,16597,2015-07-29T00:00:00.000Z,2015-07-29T04:00:00.000Z,11,7,11,11,8,16,0,0,0
16597,16598,2015-07-29T04:00:00.000Z,2015-07-29T08:00:00.000Z,11,7,10,11,7,15,0,0,0
16598,16599,2015-07-29T08:00:00.000Z,2015-07-29T12:00:00.000Z,11,9,10,11,9,15,0,0,0
16599,16600,2015-07-29T12:00:00.000Z,2015-07-29T16:00:00.000Z,11,9,9,11,10,15,0,0,0
16600,16601,2015-07-29T16:00:00.000Z,2015-07-29T20:00:00.000Z,12,10,8,11,10,15,0,0,0
16601,16602,2015-07-29T20:00:00.000Z,2015-07-30T00:00:00.000Z,13,9,7,11,11,10,0,0,0
16602,16603,2015-07-30T00:00:00.000Z,2015-07-30T04:00:00.000Z,11,9,8,12,11,10,0,0,0
16603,16604,2015-07-30T04:00:00.000Z,2015-07-30T08:00:00.000Z,11,9,8,11,11,10,0,0,0
16604,16605,2015-07-30T08:00:00.000Z,2015-07-30T12:00:00.000Z,11,9,10,11,11,10,0,0,0
16605,16606,2015-07-30T12:00:00.000Z,2015-07-30T16:00:00.000Z,11,9,11,11,12,10,0,0,0
16606,16607,2015-07-30T16:00:00.000Z,2015-07-30T20:00:00.000Z,10,8,9,11,11,10,0,0,0
16607,16608,2015-07-30T20:00:00.000Z,2015-07-31T00:00:00.000Z,8,8,9,9,12,7,0,0,0
16608,16609,2015-07-31T00:00:00.000Z,2015-07-31T04:00:00.000Z,9,9,11,9,11,7,0,0,0
16609,16610,2015-07-31T04:00:00.000Z,2015-07-31T08:00:00.000Z,9,9,11,10,8,9,0,0,0
16610,16611,2015-07-31T08:00:00.000Z,2015-07-31T12:00:00.000Z,9,12,11,10,7,9,0,0,0
16611,16612,2015-07-31T12:00:00.000Z,2015-07-31T16:00:00.000Z,9,11,11,10,8,11,0,0,0
16612,16613,2015-07-31T16:00:00.000Z,2015-07-31T20:00:00.000Z,9,11,13,11,8,11,0,0,0
16613,16614,2015-07-31T20:00:00.000Z,2015-08-01T00:00:00.000Z,7,11,13,9,8,11,0,0,0
16614,16615,2015-08-01T00:00:00.000Z,2015-08-01T04:00:00.000Z,7,11,13,11,8,11,0,0,0
16615,16616,2015-08-01T04:00:00.000Z,2015-08-01T08:00:00.000Z,9,11,13,12,8,12,0,0,0
16616,16617,2015-08-01T08:00:00.000Z,2015-08-01T12:00:00.000Z,11,13,13,13,9,13,0,0,0
16617,16618,2015-08-01T12:00:00.000Z,2015-08-01T16:00:00.000Z,11,14,13,14,10,13,0,0,0
16618,16619,2015-08-01T16:00:00.000Z,2015-08-01T20:00:00.000Z,11,13,10,13,11,13,0,0,0
16619,16620,2015-08-01T20:00:00.000Z,2015-08-02T00:00:00.000Z,11,11,9,11,13,11,0,0,0
16620,16621,2015-08-02T00:00:00.000Z,2015-08-02T04:00:00.000Z,11,9,10,13,11,11,0,0,0
16621,16622,2015-08-02T04:00:00.000Z,2015-08-02T08:00:00.000Z,11,9,10,13,11,10,0,0,0
16622,16623,2015-08-02T08:00:00.000Z,2015-08-02T12:00:00.000Z,11,9,11,13,11,10,0,0,0
16623,16624,2015-08-02T12:00:00.000Z,2015-08-02T16:00:00.000Z,11,8,11,13,12,10,0,0,0
16624,16625,2015-08-02T16:00:00.000Z,2015-08-02T20:00:00.000Z,10,8,11,12,10,10,0,0,0
16625,16626,2015-08-02T20:00:00.000Z,2015-08-03T00:00:00.000Z,9,6,13,13,9,10,0,0,0
16626,16627,2015-08-03T00:00:00.000Z,2015-08-03T04:00:00.000Z,8,7,13,14,8,10,1,0,0
16627,16628,2015-08-03T04:00:00.000Z,2015-08-03T08:00:00.000Z,9,7,12,14,7,10,2,0,0
16628,16629,2015-08-03T08:00:00.000Z,2015-08-03T12:00:00.000Z,9,10,12,14,8,11,2,0,0
16629,16630,2015-08-03T12:00:00.000Z,2015-08-03T16:00:00.000Z,10,12,12,14,8,11,2,0,0
16630,16631,2015-08-03T16:00:00.000Z,2015-08-03T20:00:00.000Z,11,13,12,14,7,10,2,0,0
16631,16632,2015-08-03T20:00:00.000Z,2015-08-04T00:00:00.000Z,11,10,12,12,6,9,2,0,0
16632,16633,2015-08-04T00:00:00.000Z,2015-08-04T04:00:00.000Z,10,10,11,12,6,7,2,0,0
16633,16634,2015-08-04T04:00:00.000Z,2015-08-04T08:00:00.000Z,10,10,11,12,5,6,2,0,0
16634,16635,2015-08-04T08:00:00.000Z,2015-08-04T12:00:00.000Z,10,14,11,13,6,6,2,0,0
16635,16636,2015-08-04T12:00:00.000Z,2015-08-04T16:00:00.000Z,10,14,11,12,6,6,2,0,0
16636,16637,2015-08-04T16:00:00.000Z,2015-08-04T20:00:00.000Z,9,12,9,13,5,8,2,0,0
16637,16638,2015-08-04T20:00:00.000Z,2015-08-05T00:00:00.000Z,8,12,10,11,4,8,2,0,0
16638,16639,2015-08-05T00:00:00.000Z,2015-08-05T04:00:00.000Z,10,11,8,10,4,9,1,1,0
16639,16640,2015-08-05T04:00:00.000Z,2015-08-05T08:00:00.000Z,11,11,8,10,3,10,1,1,0
16640,16641,2015-08-05T08:00:00.000Z,2015-08-05T12:00:00.000Z,11,12,8,10,4,10,1,1,0
16641,16642,2015-08-05T12:00:00.000Z,2015-08-05T16:00:00.000Z,12,11,8,10,4,11,1,1,0
16642,16643,2015-08-05T16:00:00.000Z,2015-08-05T20:00:00.000Z,12,9,8,9,4,13,1,1,0
16643,16644,2015-08-05T20:00:00.000Z,2015-08-06T00:00:00.000Z,8,7,7,11,5,10,1,1,0
16644,16645,2015-08-06T00:00:00.000Z,2015-08-06T04:00:00.000Z,8,7,5,10,5,10,1,1,0
16645,16646,2015-08-06T04:00:00.000Z,2015-08-06T08:00:00.000Z,8,7,5,11,5,10,1,1,0
16646,16647,2015-08-06T08:00:00.000Z,2015-08-06T12:00:00.000Z,9,8,5,12,5,10,1,1,0
16647,16648,2015-08-06T12:00:00.000Z,2015-08-06T16:00:00.000Z,9,9,5,12,4,10,1,1,0
16648,16649,2015-08-06T16:00:00.000Z,2015-08-06T20:00:00.000Z,9,9,3,13,4,10,1,1,0
16649,16650,2015-08-06T20:00:00.000Z,2015-08-07T00:00:00.000Z,9,8,3,13,5,10,1,1,0
16650,16651,2015-08-07T00:00:00.000Z,2015-08-07T04:00:00.000Z,8,8,2,10,7,8,1,1,0
16651,16652,2015-08-07T04:00:00.000Z,2015-08-07T08:00:00.000Z,8,8,2,10,8,8,1,1,0
16652,16653,2015-08-07T08:00:00.000Z,2015-08-07T12:00:00.000Z,8,9,3,10,9,9,1,1,0
16653,16654,2015-08-07T12:00:00.000Z,2015-08-07T16:00:00.000Z,8,9,3,11,9,9,1,1,0
16654,16655,2015-08-07T16:00:00.000Z,2015-08-07T20:00:00.000Z,8,9,3,12,10,8,1,1,0
16655,16656,2015-08-07T20:00:00.000Z,2015-08-08T00:00:00.000Z,9,9,4,15,10,8,1,1,0
16656,16657,2015-08-08T00:00:00.000Z,2015-08-08T04:00:00.000Z,8,9,4,15,10,9,1,1,0
16657,16658,2015-08-08T04:00:00.000Z,2015-08-08T08:00:00.000Z,8,9,4,15,10,8,1,1,0
16658,16659,2015-08-08T08:00:00.000Z,2015-08-08T12:00:00.000Z,8,9,5,15,10,8,1,1,0
16659,16660,2015-08-08T12:00:00.000Z,2015-08-08T16:00:00.000Z,8,9,5,15,11,9,1,1,0
16660,16661,2015-08-08T16:00:00.000Z,2015-08-08T20:00:00.000Z,7,10,6,15,12,10,1,1,0
16661,16662,2015-08-08T20:00:00.000Z,2015-08-09T00:00:00.000Z,6,8,6,14,10,9,1,1,0
16662,16663,2015-08-09T00:00:00.000Z,2015-08-09T04:00:00.000Z,7,6,5,13,9,10,1,1,0
16663,16664,2015-08-09T04:00:00.000Z,2015-08-09T08:00:00.000Z,7,6,5,13,9,11,1,1,0
16664,16665,2015-08-09T08:00:00.000Z,2015-08-09T12:00:00.000Z,7,8,5,13,9,11,1,1,0
16665,16666,2015-08-09T12:00:00.000Z,2015-08-09T16:00:00.000Z,8,9,6,13,9,11,1,1,0
16666,16667,2015-08-09T16:00:00.000Z,2015-08-09T20:00:00.000Z,8,10,4,13,9,11,1,1,0
16667,16668,2015-08-09T20:00:00.000Z,2015-08-10T00:00:00.000Z,6,10,4,12,10,12,1,0,0
16668,16669,2015-08-10T00:00:00.000Z,2015-08-10T04:00:00.000Z,6,10,3,13,9,12,1,0,0
16669,16670,2015-08-10T04:00:00.000Z,2015-08-10T08:00:00.000Z,7,10,3,12,10,12,1,0,0
16670,16671,2015-08-10T08:00:00.000Z,2015-08-10T12:00:00.000Z,7,12,3,12,10,13,1,0,0
16671,16672,2015-08-10T12:00:00.000Z,2015-08-10T16:00:00.000Z,7,13,2,13,10,14,1,0,0
16672,16673,2015-08-10T16:00:00.000Z,2015-08-10T20:00:00.000Z,7,12,2,12,13,13,2,1,0
16673,16674,2015-08-10T20:00:00.000Z,2015-08-11T00:00:00.000Z,7,9,2,12,11,13,2,2,0
16674,16675,2015-08-11T00:00:00.000Z,2015-08-11T04:00:00.000Z,7,9,2,10,11,11,2,2,0
16675,16676,2015-08-11T04:00:00.000Z,2015-08-11T08:00:00.000Z,7,9,2,10,11,11,2,2,0
16676,16677,2015-08-11T08:00:00.000Z,2015-08-11T12:00:00.000Z,7,11,2,11,12,10,2,2,0
16677,16678,2015-08-11T12:00:00.000Z,2015-08-11T16:00:00.000Z,7,11,3,11,13,9,2,2,0
16678,16679,2015-08-11T16:00:00.000Z,2015-08-11T20:00:00.000Z,8,10,3,10,14,8,2,2,0
16679,16680,2015-08-11T20:00:00.000Z,2015-08-12T00:00:00.000Z,8,8,4,11,12,8,2,2,0
16680,16681,2015-08-12T00:00:00.000Z,2015-08-12T04:00:00.000Z,7,8,5,11,10,8,1,2,0
16681,16682,2015-08-12T04:00:00.000Z,2015-08-12T08:00:00.000Z,6,8,7,11,10,8,1,2,0
16682,16683,2015-08-12T08:00:00.000Z,2015-08-12T12:00:00.000Z,6,11,7,11,10,8,1,2,0
16683,16684,2015-08-12T12:00:00.000Z,2015-08-12T16:00:00.000Z,8,10,8,11,11,8,1,2,0
16684,16685,2015-08-12T16:00:00.000Z,2015-08-12T20:00:00.000Z,8,10,7,11,12,7,1,1,0
16685,16686,2015-08-12T20:00:00.000Z,2015-08-13T00:00:00.000Z,8,8,6,11,11,6,2,1,0
16686,16687,2015-08-13T00:00:00.000Z,2015-08-13T04:00:00.000Z,8,5,5,12,10,6,2,2,0
16687,16688,2015-08-13T04:00:00.000Z,2015-08-13T08:00:00.000Z,8,5,5,12,11,6,2,2,0
16688,16689,2015-08-13T08:00:00.000Z,2015-08-13T12:00:00.000Z,11,6,5,12,11,6,2,3,0
16689,16690,2015-08-13T12:00:00.000Z,2015-08-13T16:00:00.000Z,11,5,5,12,11,6,2,3,0
16690,16691,2015-08-13T16:00:00.000Z,2015-08-13T20:00:00.000Z,11,5,6,11,12,6,2,3,0
16691,16692,2015-08-13T20:00:00.000Z,2015-08-14T00:00:00.000Z,10,4,5,9,11,8,2,3,0
16692,16693,2015-08-14T00:00:00.000Z,2015-08-14T04:00:00.000Z,10,4,5,8,9,8,2,2,0
16693,16694,2015-08-14T04:00:00.000Z,2015-08-14T08:00:00.000Z,11,3,6,8,9,7,2,2,0
16694,16695,2015-08-14T08:00:00.000Z,2015-08-14T12:00:00.000Z,11,3,6,8,8,7,2,2,0
16695,16696,2015-08-14T12:00:00.000Z,2015-08-14T16:00:00.000Z,12,3,6,9,8,7,3,2,0
16696,16697,2015-08-14T16:00:00.000Z,2015-08-14T20:00:00.000Z,11,3,6,9,8,7,3,1,0
16697,16698,2015-08-14T20:00:00.000Z,2015-08-15T00:00:00.000Z,9,2,5,10,7,8,3,1,0
16698,16699,2015-08-15T00:00:00.000Z,2015-08-15T04:00:00.000Z,9,3,5,10,7,9,3,1,0
16699,16700,2015-08-15T04:00:00.000Z,2015-08-15T08:00:00.000Z,9,4,5,11,8,10,3,1,0
16700,16701,2015-08-15T08:00:00.000Z,2015-08-15T12:00:00.000Z,9,5,6,11,8,11,3,1,0
16701,16702,2015-08-15T12:00:00.000Z,2015-08-15T16:00:00.000Z,9,5,7,11,9,12,3,1,0
16702,16703,2015-08-15T16:00:00.000Z,2015-08-15T20:00:00.000Z,10,5,7,12,9,13,3,1,0
16703,16704,2015-08-15T20:00:00.000Z,2015-08-16T00:00:00.000Z,10,5,7,13,8,13,2,1,0
16704,16705,2015-08-16T00:00:00.000Z,2015-08-16T04:00:00.000Z,9,5,9,12,8,12,2,1,0
16705,16706,2015-08-16T04:00:00.000Z,2015-08-16T08:00:00.000Z,11,5,9,11,7,12,2,1,0
16706,16707,2015-08-16T08:00:00.000Z,2015-08-16T12:00:00.000Z,11,5,9,10,7,12,2,1,0
16707,16708,2015-08-16T12:00:00.000Z,2015-08-16T16:00:00.000Z,11,5,10,10,7,12,2,1,0
16708,16709,2015-08-16T16:00:00.000Z,2015-08-16T20:00:00.000Z,10,5,9,12,7,11,2,0,0
16709,16710,2015-08-16T20:00:00.000Z,2015-08-17T00:00:00.000Z,10,5,10,12,7,10,1,0,0
16710,16711,2015-08-17T00:00:00.000Z,2015-08-17T04:00:00.000Z,10,4,8,10,6,11,1,0,0
16711,16712,2015-08-17T04:00:00.000Z,2015-08-17T08:00:00.000Z,11,3,8,11,6,10,1,0,0
16712,16713,2015-08-17T08:00:00.000Z,2015-08-17T12:00:00.000Z,11,3,9,9,6,11,1,0,0
16713,16714,2015-08-17T12:00:00.000Z,2015-08-17T16:00:00.000Z,11,5,9,9,6,11,2,0,0
16714,16715,2015-08-17T16:00:00.000Z,2015-08-17T20:00:00.000Z,11,5,9,11,10,11,2,0,0
16715,16716,2015-08-17T20:00:00.000Z,2015-08-18T00:00:00.000Z,10,6,10,11,9,10,2,0,0
16716,16717,2015-08-18T00:00:00.000Z,2015-08-18T04:00:00.000Z,11,5,9,11,10,10,2,0,0
16717,16718,2015-08-18T04:00:00.000Z,2015-08-18T08:00:00.000Z,11,5,9,10,10,10,2,0,0
16718,16719,2015-08-18T08:00:00.000Z,2015-08-18T12:00:00.000Z,11,6,9,10,10,11,2,0,0
16719,16720,2015-08-18T12:00:00.000Z,2015-08-18T16:00:00.000Z,11,6,9,11,10,12,2,0,0
16720,16721,2015-08-18T16:00:00.000Z,2015-08-18T20:00:00.000Z,11,5,8,10,10,12,2,1,0
16721,16722,2015-08-18T20:00:00.000Z,2015-08-19T00:00:00.000Z,11,5,8,10,10,12,2,1,0
16722,16723,2015-08-19T00:00:00.000Z,2015-08-19T04:00:00.000Z,10,5,7,11,9,13,2,1,0
16723,16724,2015-08-19T04:00:00.000Z,2015-08-19T08:00:00.000Z,11,5,6,11,9,12,2,1,0
16724,16725,2015-08-19T08:00:00.000Z,2015-08-19T12:00:00.000Z,11,5,6,11,9,12,2,1,0
16725,16726,2015-08-19T12:00:00.000Z,2015-08-19T16:00:00.000Z,11,5,6,11,10,12,2,0,0
16726,16727,2015-08-19T16:00:00.000Z,2015-08-19T20:00:00.000Z,11,5,6,11,11,13,2,0,0
16727,16728,2015-08-19T20:00:00.000Z,2015-08-20T00:00:00.000Z,9,5,5,8,9,12,3,0,0
16728,16729,2015-08-20T00:00:00.000Z,2015-08-20T04:00:00.000Z,8,5,5,6,8,13,3,0,0
16729,16730,2015-08-20T04:00:00.000Z,2015-08-20T08:00:00.000Z,8,5,5,7,8,13,3,0,0
16730,16731,2015-08-20T08:00:00.000Z,2015-08-20T12:00:00.000Z,9,7,5,6,10,14,3,0,0
16731,16732,2015-08-20T12:00:00.000Z,2015-08-20T16:00:00.000Z,9,8,6,9,10,14,3,0,0
16732,16733,2015-08-20T16:00:00.000Z,2015-08-20T20:00:00.000Z,8,9,6,10,10,15,2,0,0
16733,16734,2015-08-20T20:00:00.000Z,2015-08-21T00:00:00.000Z,8,6,6,12,10,14,2,0,0
16734,16735,2015-08-21T00:00:00.000Z,2015-08-21T04:00:00.000Z,9,6,8,12,11,15,2,0,0
16735,16736,2015-08-21T04:00:00.000Z,2015-08-21T08:00:00.000Z,9,6,8,12,12,15,3,0,0
16736,16737,2015-08-21T08:00:00.000Z,2015-08-21T12:00:00.000Z,10,7,8,12,12,15,3,0,0
16737,16738,2015-08-21T12:00:00.000Z,2015-08-21T16:00:00.000Z,11,7,8,13,12,15,3,0,0
16738,16739,2015-08-21T16:00:00.000Z,2015-08-21T20:00:00.000Z,12,7,7,11,11,16,3,0,0
16739,16740,2015-08-21T20:00:00.000Z,2015-08-22T00:00:00.000Z,9,7,8,11,11,15,3,0,0
16740,16741,2015-08-22T00:00:00.000Z,2015-08-22T04:00:00.000Z,9,7,9,11,11,14,3,0,0
16741,16742,2015-08-22T04:00:00.000Z,2015-08-22T08:00:00.000Z,9,8,9,11,11,14,3,0,0
16742,16743,2015-08-22T08:00:00.000Z,2015-08-22T12:00:00.000Z,9,11,9,11,11,14,3,0,0
16743,16744,2015-08-22T12:00:00.000Z,2015-08-22T16:00:00.000Z,9,10,10,11,11,14,2,0,0
16744,16745,2015-08-22T16:00:00.000Z,2015-08-22T20:00:00.000Z,9,10,11,13,10,14,2,0,0
16745,16746,2015-08-22T20:00:00.000Z,2015-08-23T00:00:00.000Z,7,8,10,12,9,14,2,0,0
16746,16747,2015-08-23T00:00:00.000Z,2015-08-23T04:00:00.000Z,8,7,9,12,9,14,2,0,0
16747,16748,2015-08-23T04:00:00.000Z,2015-08-23T08:00:00.000Z,8,7,9,13,9,14,2,0,0
16748,16749,2015-08-23T08:00:00.000Z,2015-08-23T12:00:00.000Z,8,8,9,13,9,13,2,0,0
16749,16750,2015-08-23T12:00:00.000Z,2015-08-23T16:00:00.000Z,8,8,10,13,9,13,2,0,0
16750,16751,2015-08-23T16:00:00.000Z,2015-08-23T20:00:00.000Z,8,8,9,13,9,13,2,0,0
16751,16752,2015-08-23T20:00:00.000Z,2015-08-24T00:00:00.000Z,7,6,8,13,9,12,2,0,0
16752,16753,2015-08-24T00:00:00.000Z,2015-08-24T04:00:00.000Z,7,7,8,15,10,12,2,0,0
16753,16754,2015-08-24T04:00:00.000Z,2015-08-24T08:00:00.000Z,7,7,8,15,10,12,2,0,0
16754,16755,2015-08-24T08:00:00.000Z,2015-08-24T12:00:00.000Z,7,10,8,15,11,12,2,0,0
16755,16756,2015-08-24T12:00:00.000Z,2015-08-24T16:00:00.000Z,7,13,9,15,11,12,2,0,0
16756,16757,2015-08-24T16:00:00.000Z,2015-08-24T20:00:00.000Z,9,13,9,17,10,9,2,0,0
16757,16758,2015-08-24T20:00:00.000Z,2015-08-25T00:00:00.000Z,8,11,8,14,10,8,2,0,0
16758,16759,2015-08-25T00:00:00.000Z,2015-08-25T04:00:00.000Z,9,12,7,14,10,7,1,0,0
16759,16760,2015-08-25T04:00:00.000Z,2015-08-25T08:00:00.000Z,10,13,8,13,10,7,1,0,0
16760,16761,2015-08-25T08:00:00.000Z,2015-08-25T12:00:00.000Z,10,14,8,14,11,7,1,0,0
16761,16762,2015-08-25T12:00:00.000Z,2015-08-25T16:00:00.000Z,11,14,9,14,12,7,1,0,0
16762,16763,2015-08-25T16:00:00.000Z,2015-08-25T20:00:00.000Z,11,11,7,15,12,7,1,0,0
16763,16764,2015-08-25T20:00:00.000Z,2015-08-26T00:00:00.000Z,12,9,4,14,11,7,1,0,0
16764,16765,2015-08-26T00:00:00.000Z,2015-08-26T04:00:00.000Z,11,9,4,13,11,7,1,0,0
16765,16766,2015-08-26T04:00:00.000Z,2015-08-26T08:00:00.000Z,10,9,4,14,10,7,1,0,0
16766,16767,2015-08-26T08:00:00.000Z,2015-08-26T12:00:00.000Z,10,9,4,13,10,7,1,0,0
16767,16768,2015-08-26T12:00:00.000Z,2015-08-26T16:00:00.000Z,10,10,4,13,10,7,1,0,0
16768,16769,2015-08-26T16:00:00.000Z,2015-08-26T20:00:00.000Z,11,9,4,16,12,7,1,0,0
16769,16770,2015-08-26T20:00:00.000Z,2015-08-27T00:00:00.000Z,11,6,6,16,12,7,1,0,0
16770,16771,2015-08-27T00:00:00.000Z,2015-08-27T04:00:00.000Z,12,6,6,17,12,7,1,0,0
16771,16772,2015-08-27T04:00:00.000Z,2015-08-27T08:00:00.000Z,12,6,6,17,12,7,1,0,0
16772,16773,2015-08-27T08:00:00.000Z,2015-08-27T12:00:00.000Z,12,12,6,18,12,8,1,0,0
16773,16774,2015-08-27T12:00:00.000Z,2015-08-27T16:00:00.000Z,12,12,7,19,13,8,1,0,0
16774,16775,2015-08-27T16:00:00.000Z,2015-08-27T20:00:00.000Z,12,12,7,18,12,8,1,0,0
16775,16776,2015-08-27T20:00:00.000Z,2015-08-28T00:00:00.000Z,10,11,6,16,12,11,1,0,0
16776,16777,2015-08-28T00:00:00.000Z,2015-08-28T04:00:00.000Z,9,10,7,15,13,10,1,0,0
16777,16778,2015-08-28T04:00:00.000Z,2015-08-28T08:00:00.000Z,11,10,7,14,13,10,1,0,0
16778,16779,2015-08-28T08:00:00.000Z,2015-08-28T12:00:00.000Z,11,13,7,14,13,11,1,0,0
16779,16780,2015-08-28T12:00:00.000Z,2015-08-28T16:00:00.000Z,11,12,7,14,13,11,1,0,0
16780,16781,2015-08-28T16:00:00.000Z,2015-08-28T20:00:00.000Z,11,11,7,15,13,12,0,0,0
16781,16782,2015-08-28T20:00:00.000Z,2015-08-29T00:00:00.000Z,10,9,8,13,12,12,0,0,0
16782,16783,2015-08-29T00:00:00.000Z,2015-08-29T04:00:00.000Z,10,9,8,13,12,11,0,0,0
16783,16784,2015-08-29T04:00:00.000Z,2015-08-29T08:00:00.000Z,10,9,7,13,12,12,1,0,0
16784,16785,2015-08-29T08:00:00.000Z,2015-08-29T12:00:00.000Z,12,11,10,12,11,13,1,0,0
16785,16786,2015-08-29T12:00:00.000Z,2015-08-29T16:00:00.000Z,13,11,10,12,11,13,1,0,0
16786,16787,2015-08-29T16:00:00.000Z,2015-08-29T20:00:00.000Z,12,10,10,15,11,12,1,0,0
16787,16788,2015-08-29T20:00:00.000Z,2015-08-30T00:00:00.000Z,9,7,10,17,12,11,1,0,0
16788,16789,2015-08-30T00:00:00.000Z,2015-08-30T04:00:00.000Z,10,7,11,18,11,9,1,0,0
16789,16790,2015-08-30T04:00:00.000Z,2015-08-30T08:00:00.000Z,10,7,12,19,10,10,1,0,0
16790,16791,2015-08-30T08:00:00.000Z,2015-08-30T12:00:00.000Z,10,10,12,19,10,10,1,0,0
16791,16792,2015-08-30T12:00:00.000Z,2015-08-30T16:00:00.000Z,11,11,12,19,10,10,1,0,0
16792,16793,2015-08-30T16:00:00.000Z,2015-08-30T20:00:00.000Z,11,9,9,20,10,9,1,1,0
16793,16794,2015-08-30T20:00:00.000Z,2015-08-31T00:00:00.000Z,13,9,7,20,9,11,1,1,0
16794,16795,2015-08-31T00:00:00.000Z,2015-08-31T04:00:00.000Z,15,8,7,16,8,11,1,1,0
16795,16796,2015-08-31T04:00:00.000Z,2015-08-31T08:00:00.000Z,14,8,7,15,7,11,1,1,0
16796,16797,2015-08-31T08:00:00.000Z,2015-08-31T12:00:00.000Z,14,8,7,15,7,11,1,1,0
16797,16798,2015-08-31T12:00:00.000Z,2015-08-31T16:00:00.000Z,14,6,7,14,7,11,1,1,0
16798,16799,2015-08-31T16:00:00.000Z,2015-08-31T20:00:00.000Z,14,7,7,14,7,11,1,1,0
16799,16800,2015-08-31T20:00:00.000Z,2015-09-01T00:00:00.000Z,10,6,5,13,8,11,1,1,0
16800,16801,2015-09-01T00:00:00.000Z,2015-09-01T04:00:00.000Z,9,5,5,13,8,9,1,1,0
16801,16802,2015-09-01T04:00:00.000Z,2015-09-01T08:00:00.000Z,9,5,5,13,10,9,1,1,0
16802,16803,2015-09-01T08:00:00.000Z,2015-09-01T12:00:00.000Z,9,6,6,13,10,9,1,1,0
16803,16804,2015-09-01T12:00:00.000Z,2015-09-01T16:00:00.000Z,8,8,6,13,11,9,1,1,0
16804,16805,2015-09-01T16:00:00.000Z,2015-09-01T20:00:00.000Z,8,8,6,13,12,9,1,1,0
16805,16806,2015-09-01T20:00:00.000Z,2015-09-02T00:00:00.000Z,9,8,7,11,11,11,1,1,0
16806,16807,2015-09-02T00:00:00.000Z,2015-09-02T04:00:00.000Z,9,8,9,13,10,10,1,1,0
16807,16808,2015-09-02T04:00:00.000Z,2015-09-02T08:00:00.000Z,10,8,9,13,10,9,1,1,0
16808,16809,2015-09-02T08:00:00.000Z,2015-09-02T12:00:00.000Z,10,9,10,13,10,9,1,1,0
16809,16810,2015-09-02T12:00:00.000Z,2015-09-02T16:00:00.000Z,11,9,11,12,12,9,1,1,0
16810,16811,2015-09-02T16:00:00.000Z,2015-09-02T20:00:00.000Z,11,7,11,11,12,8,1,1,0
16811,16812,2015-09-02T20:00:00.000Z,2015-09-03T00:00:00.000Z,11,7,9,11,12,8,1,0,0
16812,16813,2015-09-03T00:00:00.000Z,2015-09-03T04:00:00.000Z,11,7,10,9,12,9,1,0,0
16813,16814,2015-09-03T04:00:00.000Z,2015-09-03T08:00:00.000Z,11,7,10,10,12,9,1,0,0
16814,16815,2015-09-03T08:00:00.000Z,2015-09-03T12:00:00.000Z,12,8,10,10,12,10,1,0,0
16815,16816,2015-09-03T12:00:00.000Z,2015-09-03T16:00:00.000Z,12,8,11,10,12,11,1,0,0
16816,16817,2015-09-03T16:00:00.000Z,2015-09-03T20:00:00.000Z,11,7,11,9,13,11,1,0,0
16817,16818,2015-09-03T20:00:00.000Z,2015-09-04T00:00:00.000Z,11,5,11,10,12,9,1,0,0
16818,16819,2015-09-04T00:00:00.000Z,2015-09-04T04:00:00.000Z,10,4,11,11,10,10,1,0,0
16819,16820,2015-09-04T04:00:00.000Z,2015-09-04T08:00:00.000Z,10,4,11,11,8,10,1,0,0
